folioviv,tipo_viv,mat_pared,mat_techos,mat_pisos,antiguedad,antigua_ne,cocina,cocina_dor,cuart_dorm,num_cuarto,disp_agua,dotac_agua,excusado,uso_compar,sanit_agua,biodigest,bano_comp,bano_excus,bano_regad,drenaje,disp_elect,focos_inca,focos_ahor,combustible,estufa_chi,eli_basura,tenencia,renta,estim_pago,pago_viv,pago_mesp,tipo_adqui,viv_usada,tipo_finan,num_dueno1,hog_dueno1,num_dueno2,hog_dueno2,escrituras,lavadero,fregadero,regadera,tinaco_azo,cisterna,pileta,calent_sol,calent_gas,medidor_luz,bomba_agua,tanque_gas,aire_acond,calefacc,tot_resid,tot_hom,tot_muj,tot_hog,ubica_geo,ageb,tam_loc,est_socio,est_dis,upm,factor_viv
0100557801,2,8,10,3, ,1,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,6,0,4, ,3,3, ,1000,3800,1,1,1,1,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,4,3,1,1,010010000,000-0,1,2,003,00690,558
0100557802,2,8,10,2,30, ,1,2,1,5,1,1,1,2,1,2,1,0,0,1,1,4,4,3, ,3,4, ,1000, , ,1,2,1,01,1, , ,1,1,2,1,1,2,2,1,2,1,2,2,2,2,1,0,1,1,010010000,000-0,1,2,003,00690,558
0100557803,2,8,10,2,30, ,1,2,3,5,1,1,1,2,2,2,1,0,0,1,1,3,4,3, ,3,2, ,1000, , , , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,3,1,010010000,000-0,1,2,003,00690,558
0100557804,2,8,10,3,35, ,1,2,3,6,1,1,1,2,1,2,1,0,0,1,1,2,5,3, ,3,4, ,1200, , ,1,1,1,01,1, , ,3,1,1,1,2,2,2,2,1,1,2,2,2,2,4,2,2,1,010010000,000-0,1,2,003,00690,558
0100566501,2,8,10,2,28, ,1,2,3,5,1,1,1,1,1,2,1,0,0,1,1,2,7,3, ,3,4, ,1000, , ,1,2,1,01,1,02,1,1,1,1,1,2,2,2,2,1,1,2,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00620,564
0100566502,1,8,10,3,29, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,8,3, ,3,4, ,1000, , ,1,2,1,01,1, , ,2,1,1,1,2,2,2,2,1,1,2,2,2,2,1,0,1,1,010010000,000-0,1,3,004,00620,564
0100566503,2,8,10,2, ,1,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,6,0,3, ,3,3, ,1000,600,1,1,1,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,0,2,1,010010000,000-0,1,3,004,00620,564
0100665602,1,8,10,3,29, ,1,2,4,6,1,1,1,2,1,2,2,0,0,1,1,0,12,3, ,3,4, ,2000, , ,1,2,2,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,3,1,1,010010000,000-0,1,4,005,00060,694
0100665603,1,8,10,3,28, ,1,2,3,5,1,1,1,2,1,2,2,1,0,1,1,10,3,4, ,3,4, ,3000, , ,4, , ,01,1, , ,2,1,1,1,1,1,2,2,1,1,1,2,2,2,5,1,4,1,010010000,000-0,1,4,005,00060,694
0100665604,1,8,10,3,29, ,1,2,2,5,1,1,1,2,1,2,2,0,0,1,1,0,14,3, ,3,4, ,3000, , ,1,1,2,02,1,01,1,1,1,1,1,1,1,2,1,1,1,1,1,2,2,3,2,1,1,010010000,000-0,1,4,005,00060,694
0100676201,1,8,10,3,30, ,1,2,2,10,1,1,1,2,1,2,4,0,0,1,1,0,30,3, ,3,4, ,6000, , ,1,1,2,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,0,2,1,010010000,000-0,1,4,005,00540,627
0100676202,1,8,10,3,39, ,1,2,2,6,1,1,1,2,1,2,2,0,0,1,1,14,0,4, ,3,4, ,4000, , ,1,1,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,1,2,2,2,1,1,1,010010000,000-0,1,4,005,00540,627
0100676204,1,8,10,3,18, ,1,2,1,7,1,1,1,2,1,2,2,1,0,1,1,0,8,4, ,3,4, ,11000, , ,2, ,5,02,1, , ,2,1,1,1,1,1,2,2,1,1,1,1,1,2,2,1,1,1,010010000,000-0,1,4,005,00540,627
0100676205,1,8,10,3,30, ,1,2,2,6,1,1,1,1,1,2,2,3,0,1,1,0,20,4, ,3,4, ,12000, , ,1,1,2,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,4,2,2,1,010010000,000-0,1,4,005,00540,627
0100694101,1,8,10,3,30, ,1,2,2,6,1,1,1,2,1,2,1,0,0,1,1,0,10,3, ,3,4, ,4500, , ,3, ,5,01,1, , ,2,1,1,1,1,1,2,2,1,1,1,2,2,2,2,0,2,1,010010000,000-0,1,2,003,00560,284
0100694102,1,8,10,3,50, ,1,2,1,2,1,1,1,2,2,2,1,0,0,1,1,3,1,3, ,3,1,500, , ,1, , , , , , , , ,1,2,1,2,2,2,2,2,2,2,2,2,2,4,3,1,1,010010000,000-0,1,2,003,00560,284
0100694103,1,7,10,2,50, ,1,2,3,4,1,1,1,2,2,2,0,1,0,1,1,0,4,3, ,3,5, ,1000, , , , , , , , , , ,1,2,2,2,2,2,2,2,1,2,2,2,2,3,2,1,1,010010000,000-0,1,2,003,00560,284
0100694104,1,8,03,1,10, ,1,2,3,4,1,1,1,2,2,2,1,0,0,1,1,4,0,3, ,3,5, ,500, , , , , , , , , , ,1,2,1,2,2,2,2,2,1,2,2,2,2,9,5,4,1,010010000,000-0,1,2,003,00560,284
0100694105,3,7,10,2,50, ,1,2,1,2,1,2,1,1,2,2,0,1,0,1,1,3,0,3, ,3,2, ,200, , , , , , , , , , ,1,2,2,2,2,2,2,2,1,2,2,2,2,2,0,2,1,010010000,000-0,1,2,003,00560,284
0100727302,1,8,10,3,40, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,4,0,3, ,3,4, ,1000, , ,4, , ,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,010010000,000-0,1,2,003,00770,622
0100727303,1,8,10,2,34, ,1,2,2,4,1,1,1,2,2,2,1,0,0,1,1,4,0,3, ,3,2, ,800, , , , , , , , , , ,1,2,1,2,2,2,2,2,1,2,2,2,2,8,4,4,2,010010000,000-0,1,2,003,00770,622
0100727304,1,8,10,2,30, ,1,2,3,6,1,1,1,2,1,2,1,0,0,1,1,8,0,3, ,3,4, ,1000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,2,1,1,2,2,2,3,2,1,1,010010000,000-0,1,2,003,00770,622
0100727305,1,8,10,2,32, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,4,0,3, ,3,5, ,1000, , , , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,9,7,2,1,010010000,000-0,1,2,003,00770,622
0100738401,1,8,10,2,31, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,1,5,3, ,3,4, ,1200, , ,2, ,5,01,1, , ,1,1,1,1,2,1,2,2,2,1,2,2,2,2,3,2,1,1,010010000,000-0,1,3,004,00150,612
0100738402,1,8,10,3,20, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,0,5,3, ,3,4, ,1000, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,4,1,3,1,010010000,000-0,1,3,004,00150,612
0100738403,1,8,10,2,20, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,5,0,3, ,3,4, ,4000, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00150,612
0100738404,1,8,10,3,25, ,1,2,3,10,1,1,1,2,1,2,5,3,0,1,1,10,5,3, ,3,4, ,2500, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,6,3,3,2,010010000,000-0,1,3,004,00150,612
0100738405,1,8,10,2,20, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,3,0,3, ,3,4, ,800, , ,1,1,5,01,1, , ,3,1,2,1,2,2,2,2,2,1,2,2,2,2,4,4,0,1,010010000,000-0,1,3,004,00150,612
0100761701,1,8,10,3,30, ,1,2,4,6,1,1,1,2,2,2,1,0,0,1,1,1,7,4, ,3,4, ,1000, , ,1,1,5,02,1, , ,1,1,2,1,2,2,2,2,2,2,2,2,2,2,4,3,1,1,010010000,000-0,1,2,003,00640,599
0100761702,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,3,1,800, , ,2, , , , , , , , ,1,2,1,1,1,2,2,1,1,1,2,2,2,5,2,3,1,010010000,000-0,1,2,003,00640,599
0100761703,1,8,10,3,33, ,1,2,3,5,1,1,1,2,1,1,1,2,0,1,1,0,8,4, ,3,4, ,2000, , ,3, ,5,03,1, , ,1,1,1,1,1,2,2,1,2,1,2,2,2,2,4,1,3,1,010010000,000-0,1,2,003,00640,599
0100761704,1,8,10,3,36, ,1,2,6,8,1,1,1,1,1,2,2,0,0,1,1,2,8,4, ,3,4, ,1000, , ,3, ,5,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,14,9,5,2,010010000,000-0,1,2,003,00640,599
0100761705,1,8,10,2,20, ,1,2,2,4,1,1,1,2,2,2,1,0,0,1,1,6,0,3, ,2,4, ,1300, , ,3, ,5,01,1, , ,3,2,2,1,2,2,2,2,2,1,2,2,2,2,7,4,3,1,010010000,000-0,1,2,003,00640,599
0100781901,1,8,10,3,21, ,1,2,4,7,1,1,1,2,1,2,3,0,0,1,1,0,20,3, ,3,4, ,8000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,1,2,2,4,1,3,1,010010000,000-0,1,4,005,00360,714
0100781902,1,8,10,3,14, ,1,2,4,9,1,1,1,2,1,2,2,1,1,1,1,1,29,3, ,3,3, ,4500,4500,1,2, ,&,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,6,1,5,1,010010000,000-0,1,4,005,00360,714
0100781903,1,8,10,3,22, ,1,2,2,6,1,1,1,2,1,2,2,1,0,1,1,0,20,3, ,3,4, ,4500, , ,2, ,2,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,2,1,1,1,010010000,000-0,1,4,005,00360,714
0100781904,1,8,10,3,25, ,1,2,2,5,1,1,1,2,1,2,2,0,0,1,1,0,15,3, ,3,1,6000, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,2,0,2,1,010010000,000-0,1,4,005,00360,714
0100781905,1,8,10,3,20, ,1,2,3,6,1,2,1,2,1,2,3,1,0,1,1,4,5,3, ,3,2, ,6000, , , , , , , , , , ,1,1,1,1,1,2,2,1,1,1,1,2,2,4,0,4,1,010010000,000-0,1,4,005,00360,714
0100783801,1,8,10,3,22, ,1,2,2,7,1,1,1,2,1,2,3,1,0,1,1,0,20,3, ,3,3, ,13000,6000,1,2, ,2,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,3,1,2,1,010010000,000-0,1,4,005,00290,741
0100783802,1,8,10,3, ,1,1,2,3,6,1,1,1,2,1,2,2,1,0,1,1,11,24,3, ,3,2, ,1000, , , , , , , , , , ,1,1,1,1,1,2,2,1,1,1,1,2,2,7,4,3,1,010010000,000-0,1,4,005,00290,741
0100783803,1,8,10,3,20, ,1,2,3,7,1,1,1,2,1,2,3,1,0,1,1,30,0,3, ,3,4, ,7000, , ,3, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,5,3,2,1,010010000,000-0,1,4,005,00290,741
0100783804,1,3,04,3,8, ,1,2,2,4,1,1,1,2,1,2,2,0,0,1,1,0,12,5, ,3,4, ,1500, , ,1,1,5,01,1, , ,3,2,1,1,1,1,2,2,1,1,1,2,1,1,3,2,1,1,010010000,000-0,1,4,005,00290,741
0100783805,1,8,10,3,30, ,1,2,3,7,1,1,1,2,1,2,2,1,0,1,1,0,40,3, ,3,4, ,10000, , ,1,1,2,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,1,2,4,2,2,1,010010000,000-0,1,4,005,00290,741
0100793501,1,8,10,3,29, ,1,2,3,6,1,3,1,2,1,2,1,1,0,1,1,10,0,3, ,3,4, ,2500, , ,3, ,5,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00010,544
0100793502,1,8,10,2, ,1,1,2,1,2,1,1,1,1,2,2,1,0,0,1,1,3,0,3, ,3,1,400, , ,1, , , , , , , , ,1,2,1,1,2,2,2,2,1,2,2,2,2,2,1,1,1,010010000,000-0,1,3,004,00010,544
0100793503,1,8,10,2,60, ,1,2,3,6,1,1,1,2,1,2,1,0,1,1,1,3,13,3, ,3,4, ,4000, , ,1,1,4,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,004,00010,544
0100793504,1,8,10,2, ,1,1,2,4,6,1,1,1,2,1,2,2,0,0,1,1,6,4,3, ,3,5, ,1500, , , , , , , , , , ,1,1,1,1,1,2,1,1,1,1,2,2,2,10,4,6,1,010010000,000-0,1,3,004,00010,544
0100793505,1,8,10,3,18, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,7,0,3, ,3,4, ,1500, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,6,2,4,1,010010000,000-0,1,3,004,00010,544
0100802601,1,8,10,3,20, ,1,2,4,8,1,1,1,2,1,2,2,1,0,1,1,7,10,3, ,3,4, ,2500, , ,1,2,2,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,5,3,2,1,010010000,000-0,1,3,004,00170,643
0100802602,1,8,10,3, ,1,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,7,3, ,3,2, ,1000, , , , , , , , , , ,1,1,1,1,1,2,2,1,1,1,1,2,2,3,1,2,1,010010000,000-0,1,3,004,00170,643
0100802603,1,8,10,2, ,1,1,2,1,2,1,1,1,2,1,2,1,0,0,1,1,2,2,3, ,3,1,700, , ,1, , , , , , , , ,2,1,1,2,2,2,2,2,1,2,2,2,2,4,0,4,1,010010000,000-0,1,3,004,00170,643
0100802604,1,8,10,3,30, ,1,2,2,4,1,2,1,2,1,2,0,1,0,1,1,0,5,3, ,3,2, ,800, , , , , , , , , , ,1,2,2,1,1,2,2,1,1,1,2,2,2,5,2,3,1,010010000,000-0,1,3,004,00170,643
0100802605,1,8,10,3,30, ,1,2,4,6,1,1,1,2,2,2,0,2,0,1,1,2,5,3, ,3,4, ,3000, , ,2, ,4,01,1, , ,1,1,2,2,2,1,2,2,2,1,2,2,2,2,7,3,4,1,010010000,000-0,1,3,004,00170,643
0100814201,1,8,10,3,20, ,1,2,1,4,1,1,1,2,1,2,2,0,0,1,1,0,6,3, ,3,2, ,1000, , , , , , , , , , ,2,1,1,1,2,2,2,1,1,2,2,2,2,1,0,1,1,010010000,000-0,1,3,004,00260,517
0100814202,1,8,10,3,67, ,1,2,6,8,1,1,1,2,2,2,1,0,0,1,1,5,3,3, ,3,2, ,3000, , , , , , , , , , ,1,2,1,1,2,2,2,2,1,2,2,2,2,12,9,3,2,010010000,000-0,1,3,004,00260,517
0100814204,1,8,10,3,19, ,1,2,4,6,1,1,1,2,1,2,2,0,0,1,1,0,12,3, ,3,4, ,2000, , ,2, ,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,6,1,5,1,010010000,000-0,1,3,004,00260,517
0100814205,1,8,10,3,24, ,1,2,6,9,1,1,1,2,1,2,2,1,0,1,1,0,9,3, ,3,4, ,1800, , ,1,2,2,01,1, , ,1,1,1,1,1,1,2,1,2,1,1,2,2,2,5,3,2,1,010010000,000-0,1,3,004,00260,517
0100819101,1,8,10,3,99, ,1,2,4,7,1,1,1,2,1,2,2,1,0,1,1,1,15,3, ,3,4, ,4000, , ,4, , ,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,6,3,3,1,010010000,000-0,1,3,004,00090,521
0100819102,1,8,10,3,80, ,1,2,6,9,1,1,1,2,1,2,2,0,0,1,1,6,12,3, ,3,4, ,2000, , ,1,2,3,06,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,2,2,7,3,4,1,010010000,000-0,1,3,004,00090,521
0100819103,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,3,4,3, ,3,1,1800, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,1,2,2,2,0,2,1,010010000,000-0,1,3,004,00090,521
0100819104,1,8,10,3,1, ,1,2,3,6,1,1,1,2,1,2,1,1,0,1,1,0,8,3, ,3,5, ,2000, , , , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00090,521
0100819105,1,8,10,3,60, ,1,2,3,5,1,2,1,2,1,2,2,0,0,1,1,0,10,3, ,3,4, ,3000, , ,1,1,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,4,3,1,1,010010000,000-0,1,3,004,00090,521
0100824301,1,8,10,3,20, ,1,2,3,6,1,1,1,2,1,2,2,0,0,1,1,0,10,3, ,3,4, ,2500, , ,1,1,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,1,2,2,5,2,3,1,010010000,000-0,1,3,004,00780,596
0100824302,1,8,10,3,25, ,1,2,2,6,1,1,1,2,1,2,1,0,0,1,1,2,4,3, ,3,4, ,2000, , ,1,2,3,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00780,596
0100824303,1,8,10,3,28, ,1,2,3,7,1,1,1,2,1,1,2,0,0,1,1,0,7,3, ,3,4, ,1200, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,6,4,2,1,010010000,000-0,1,3,004,00780,596
0100824304,1,8,10,3,24, ,1,2,2,5,1,1,1,2,1,2,2,0,0,1,1,8,2,3, ,3,4, ,2000, , ,1,2,3,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,3,2,1,1,010010000,000-0,1,3,004,00780,596
0100824305,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,7,3, ,3,1,1200, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,2,0,2,1,010010000,000-0,1,3,004,00780,596
0100829401,1,8,10,2,20, ,1,2,2,4,1,1,1,2,2,2,1,0,0,1,1,4,2,3, ,3,1,1200, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,010010000,000-0,1,3,004,00320,642
0100829402,1,8,10,3,35, ,1,2,2,5,1,1,1,2,1,2,2,0,0,1,1,0,13,3, ,3,4, ,1500, , ,1,1,5,01,1, , ,2,2,1,1,2,2,2,2,2,1,2,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00320,642
0100829403,1,8,10,3,28, ,1,2,4,6,1,1,1,2,1,2,2,0,0,1,1,0,11,3, ,3,4, ,2000, , ,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,3,1,010010000,000-0,1,3,004,00320,642
0100829404,1,8,10,2,28, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,4,3, ,3,4, ,800, , ,1,2,3,01,1, , ,1,1,2,1,2,2,2,2,2,1,2,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00320,642
0100829405,1,8,10,3,28, ,1,2,4,6,1,1,1,2,1,2,1,0,0,1,1,0,11,3, ,3,4, ,1500, , ,1,2,5,02,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,4,1,3,1,010010000,000-0,1,3,004,00320,642
0100839702,1,8,10,3,22, ,1,2,2,8,1,1,1,2,1,2,2,0,0,1,1,0,30,3, ,3,4, ,4000, , ,1,2,1,01,1, , ,1,1,1,1,1,1,2,2,2,1,1,2,2,2,3,1,2,1,010010000,000-0,1,3,004,00030,559
0100839703,1,8,10,3,40, ,1,2,1,5,1,1,1,2,1,2,1,0,0,1,1,6,1,3, ,3,4, ,1500, , ,1,1,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,1,0,1,1,010010000,000-0,1,3,004,00030,559
0100839704,1,8,10,3, ,1,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,3,3,3, ,3,1,1400, , ,1, , , , , , , , ,1,1,1,2,2,2,2,2,1,2,2,2,2,3,2,1,1,010010000,000-0,1,3,004,00030,559
0100839705,1,8,10,2,38, ,1,2,2,6,1,1,1,2,1,2,1,0,0,1,1,2,8,3, ,3,4, ,2500, , ,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,3,1,2,2,010010000,000-0,1,3,004,00030,559
0100840901,2,8,10,3,20, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,4,2,3, ,3,4, ,2000, , ,4, , ,01,1, , ,2,1,1,1,2,2,2,2,2,1,2,2,2,2,6,3,3,1,010010000,000-0,1,3,004,00650,577
0100840902,1,8,07,3, ,1,1,2,1,4,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,3,2, ,2000, , , , , , , , , , ,1,1,1,2,2,2,2,1,1,2,2,2,2,3,1,2,1,010010000,000-0,1,3,004,00650,577
0100840903,1,8,10,2, ,1,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,0,7,3, ,3,4, ,1500, , ,4, , ,02,1, , ,2,1,1,1,1,1,2,2,2,1,1,2,2,2,4,1,3,1,010010000,000-0,1,3,004,00650,577
0100840904,1,8,10,3,27, ,1,2,1,5,1,1,1,2,1,2,1,0,0,1,1,0,10,3, ,3,4, ,3000, , ,1,2,1,02,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,1,1,1,010010000,000-0,1,3,004,00650,577
0100843801,1,8,10,3,31, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,0,6,3, ,3,4, ,1200, , ,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,2,2,0,1,010010000,000-0,1,3,004,00800,621
0100843803,1,8,10,3,24, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,0,12,3, ,3,3, ,2000,2000,1,1,1,1,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,4,1,3,1,010010000,000-0,1,3,004,00800,621
0100843804,1,8,10,3,22, ,1,1,4,5,1,1,1,1,1,2,1,0,0,1,1,1,4,3, ,3,4, ,1000, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,9,7,2,2,010010000,000-0,1,3,004,00800,621
0100843805,1,8,10,3,30, ,1,2,2,6,1,1,1,2,1,2,1,0,0,1,1,10,0,3, ,3,4, ,1500, , ,1,2,1,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,3,1,2,1,010010000,000-0,1,3,004,00800,621
0100870501,1,8,10,2,33, ,1,2,2,4,1,1,1,2,2,2,1,0,0,1,1,0,6,3, ,3,4, ,1000, , ,3, ,5,01,1, , ,3,1,1,1,2,2,2,2,2,1,2,2,2,2,5,2,3,1,010010000,000-0,1,2,003,00020,604
0100870503,1,8,10,3,22, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,5,0,3, ,3,4, ,1000, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,1,2,2,3,2,1,1,010010000,000-0,1,2,003,00020,604
0100870504,1,8,10,2,30, ,1,1,3,4,1,1,1,2,2,2,1,1,0,1,1,5,0,3, ,3,4, ,700, , ,3, ,5,01,1, , ,1,1,1,1,2,2,2,2,2,1,2,2,2,2,9,4,5,1,010010000,000-0,1,2,003,00020,604
0100870505,1,8,10,2,25, ,1,2,3,5,1,1,1,1,1,2,1,1,0,1,1,5,0,3, ,3,4, ,1800, , ,2, ,5,01,1, , ,2,1,2,1,2,2,2,2,2,1,2,2,2,2,7,4,3,1,010010000,000-0,1,2,003,00020,604
0100939601,1,8,10,3,20, ,1,2,4,6,1,1,1,2,1,2,2,0,0,1,1,2,17,3, ,3,4, ,3000, , ,1,2,2,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,2,2,2,5,4,1,1,010010000,000-0,1,4,005,00590,617
0100939602,1,8,10,3,13, ,1,2,4,6,1,1,1,2,1,2,2,0,0,1,1,0,13,3, ,3,4, ,3500, , ,1,2,5,01,1, , ,1,1,1,1,1,1,2,2,1,1,1,1,1,1,4,2,2,1,010010000,000-0,1,4,005,00590,617
0100939603,1,8,10,3,30, ,1,2,1,7,1,1,1,2,1,2,2,0,0,1,1,2,11,3, ,3,1,2000, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,1,1,0,1,010010000,000-0,1,4,005,00590,617
0100939604,1,8,10,3,15, ,1,2,2,4,1,1,1,2,1,2,1,0,0,1,1,0,10,3, ,3,1,2000, , ,1, , , , , , , , ,1,1,1,1,1,2,1,1,1,1,2,2,2,3,2,1,1,010010000,000-0,1,4,005,00590,617
0100942201,1,8,10,3,1, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,7,2,3, ,3,2, ,1500, , , , , , , , , , ,1,1,1,1,2,2,2,1,1,2,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00210,552
0100942202,1,8,10,3,20, ,1,2,3,5,1,1,1,2,1,2,1,0,0,1,1,7,4,3, ,3,3, ,2300,2300,1,1,2,1,02,1, , ,1,1,1,1,1,1,2,1,2,1,1,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00210,552
0100942205,1,8,10,3,25, ,1,2,2,5,1,1,1,2,1,2,1,0,0,1,1,1,11,4, ,3,1,2000, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,1,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00210,552
0101000101,1,8,10,3,15, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,6,0,4, ,3,4, ,1200, , ,1,1,1,01,1, , ,1,1,1,1,1,1,2,2,2,1,2,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00420,545
0101000103,1,8,10,2,1, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,8,0,3, ,3,5, ,1800, , , , , , , , , , ,1,2,1,1,2,2,2,1,1,2,2,2,2,4,2,2,1,010010000,000-0,1,3,004,00420,545
0101000104,1,8,10,3,16, ,1,2,3,4,1,1,1,2,1,2,1,0,0,1,1,4,6,3, ,3,3, ,2200,1700,1,1,1,2,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,2,2,3,2,1,1,010010000,000-0,1,3,004,00420,545
0101000105,1,8,10,2,15, ,1,2,2,3,1,1,1,2,1,2,1,0,0,1,1,2,5,3, ,3,1,1500, , ,2, , , , , , , , ,1,1,1,1,2,2,2,2,1,2,2,2,2,5,1,4,1,010010000,000-0,1,3,004,00420,545
0101003301,1,8,10,3,22, ,1,2,3,6,1,1,1,2,1,2,2,0,0,1,1,0,15,3, ,3,3, ,2000,3200,1,1,2,3,01,1, , ,1,1,1,1,1,2,2,2,1,1,2,2,2,2,5,2,3,1,010010000,000-0,1,3,004,00120,613
0101003302,1,8,10,3,10, ,1,2,3,7,1,1,1,2,1,2,2,0,0,1,1,0,7,3, ,3,3, ,1000,1120,1,1,2,3,01,1, , ,1,1,1,1,1,2,2,2,2,1,2,2,2,2,7,3,4,1,010010000,000-0,1,3,004,00120,613
0101003303,1,8,10,3, ,1,1,2,1,3,1,1,1,2,1,2,1,0,0,1,1,1,4,3, ,3,1,1000, , ,1, , , , , , , , ,1,1,1,1,1,2,2,1,1,2,2,2,1,3,0,3,1,010010000,000-0,1,3,004,00120,613
